"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","y"
40," Private",144995,11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",4386,0,40," United-States"," <=50K"
33," Private",194141,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",182556,9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",125831,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2051,60," United-States"," <=50K"
42," Private",162140,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,45," United-States"," >50K"
43," Private",177937,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," ?"," >50K"
20," Private",299047,10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
35," Private",234901,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2407,0,40," United-States"," <=50K"
42," Private",279914,13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
26," Private",112847,11," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",316929,8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
32," Private",267736,10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
29," Private",267034,7," Never-married"," Craft-repair"," Own-child"," Black"," Male",0,0,40," Haiti"," <=50K"
29," State-gov",356089,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
22," Private",223515,13," Never-married"," Prof-specialty"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"
58," Self-emp-not-inc",87510,6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",31757,11," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,38," United-States"," <=50K"
53," Self-emp-inc",128272,16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States"," >50K"
31," State-gov",301526,10," Married-spouse-absent"," Other-service"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",151790,10," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,30," Germany"," <=50K"
31," Private",244147,9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,55," United-States"," <=50K"
37," Private",280282,11," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,24," United-States"," >50K"
23," Local-gov",282579,11," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,56," United-States"," <=50K"
34," Private",73585,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," ?"," <=50K"
43," Private",226902,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
54," Private",279129,10," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",196690,11," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,1669,42," United-States"," <=50K"
41," Self-emp-inc",32185,13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",211046,9," Never-married"," Sales"," Not-in-family"," White"," Female",2463,0,40," United-States"," <=50K"
22," Private",162343,10," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,20," United-States"," <=50K"
43," Private",154538,12," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
68," Self-emp-not-inc",315859,7," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"
33," Private",169879,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3103,0,47," United-States"," >50K"
17," Private",32607,6," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
47," Self-emp-not-inc",93208,9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,75," Italy"," <=50K"
56," Private",186556,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
47," Private",191277,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
48," Private",167159,11," Never-married"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",171871,14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,46," United-States"," <=50K"
29," Private",154411,11," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",129227,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
39," Private",680390,9," Separated"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,24," United-States"," <=50K"
43," Private",233130,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
53," Private",194259,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",4386,0,40," United-States"," >50K"
41," Private",180572,13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," >50K"
37," Private",86551,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
31," Private",118966,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,18," United-States"," <=50K"
46," Self-emp-not-inc",177407,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
26," Private",96467,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
48," State-gov",327886,16," Divorced"," Prof-specialty"," Own-child"," White"," Male",0,0,50," United-States"," >50K"
34," Private",111567,9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",191547,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
48," Private",285335,7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
44," Private",48087,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
39," Private",117683,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
19," Private",376540,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
38," Private",95336,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
63," ?",149698,10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
54," Self-emp-not-inc",406468,9," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
48," ?",144397,10," Divorced"," ?"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
37," Private",183800,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
30," Private",87418,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
27," ?",90270,12," Married-civ-spouse"," ?"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
38," Private",278924,10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,44," United-States"," <=50K"
39," Private",202027,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,45," United-States"," >50K"
23," Private",257509,10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
42," Private",274198,3," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,38," Mexico"," <=50K"
38," Private",97083,10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
42," Private",162003,9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"
19," ?",52114,10," Never-married"," ?"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
51," Local-gov",241843,1," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",375871,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"
33," Private",143653,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
31," Private",78602,12," Divorced"," Other-service"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
38," Self-emp-inc",196373,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
20," Private",241752,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
54," Local-gov",166398,10," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,35," United-States"," <=50K"
40," Private",184682,10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
51," Private",269080,4," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
18," Private",177722,9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
41," Private",239683,6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," ?"," <=50K"
20," Private",323573,9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
36," ?",94954,11," Widowed"," ?"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
34," Private",202046,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," >50K"
28," Private",161538,13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
25," Private",178326,10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",349221,9," Never-married"," Craft-repair"," Own-child"," Black"," Female",0,0,35," United-States"," <=50K"
46," Private",187370,13," Never-married"," Sales"," Not-in-family"," White"," Male",0,1504,40," United-States"," <=50K"
47," Private",192835,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," >50K"
40," Private",82465,10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",2580,0,40," United-States"," <=50K"
39," Self-emp-inc",329980,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
20," Private",148294,10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",356067,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
66," Private",271567,9," Separated"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
51," Private",220537,9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
38," Private",173208,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
51," Private",191965,9," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"
41," Private",198316,10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," Japan"," <=50K"
48," Local-gov",123075,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"
30," Private",201624,13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,45," ?"," <=50K"
34," ?",164309,7," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,8," United-States"," <=50K"
28," Private",187160,15," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,55," United-States"," <=50K"
30," Self-emp-not-inc",106742,8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,75," United-States"," <=50K"
49," Local-gov",193960,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
43," Self-emp-not-inc",277647,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
61," Private",128848,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",3471,0,40," United-States"," <=50K"
38," Private",223004,10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",29984,8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",132879,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
37," Private",215310,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
19," Self-emp-not-inc",36012,10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
27," Private",137645,13," Never-married"," Sales"," Not-in-family"," Black"," Female",0,1590,40," United-States"," <=50K"
49," Private",31339,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," State-gov",227910,11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"
43," Private",173728,13," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",232475,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",241259,11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",150533,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,52," United-States"," >50K"
31," Private",196025,16," Married-spouse-absent"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,60," China"," <=50K"
21," Private",163870,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",182254,10," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
39," Self-emp-inc",218184,5," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1651,40," Mexico"," <=50K"
34," Self-emp-not-inc",196791,12," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,25," United-States"," >50K"
29," Private",131088,9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
